"number","formid","form.barcode","form.sampleid_no_match","form.study_type","form.p_location","form.t_location","form.s_location","form.ec_th","form.ev_way","form.ev_way_deviceID","form.neighbor","form.swab_surface","form.swab_surface_other","form..uiVersion","openrosa_headers.HTTP_X_OPENROSA_VERSION","date_header","auth_context.doc_type","auth_context.domain","form.collector_id","auth_context.user_id","X_rev","computed_modified_on_","form.meta.location..xmlns","form.ev_notes","auth_context.authenticated","form..type","initial_processing_complete","form.sample_weight","path","domain","completed_time","username","received_on","caseid","case_name","col_neigh","col_p_type_ch","col_UID"
597,"3494beae-7a17-4cf0-83bb-55d2a95e8688",210,,"S",,,6,"09:38:00.000Z",210,"WRI 5","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-5bbd2f2fd8594107ec475524efef5cc4",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-12 09:48:54","cafrimpong","2016-06-03 17:12:39",,,302,,"03_01_0210"
598,"416dd471-9270-4173-bdf0-975ba1eaea7f",568,,,,,,"11:23:00.000Z",658,"WRI 0","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-dc71157693125f3bd145f763302f8654",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:27:54","mchrisk","2016-07-21 14:12:22",,,303,,"03_07_0568"
600,"44cef489-7418-416a-a0aa-b7a33ba76d3b",228,,"P",5,,,"12:12:00.000Z",228,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-7fc749befcb56677c9f1d445b7cb9761",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-19 12:17:56","mchrisk","2016-05-19 12:18:04",,,302,,"03_01_0228"
601,"456c7081-61a0-410e-adcd-e19e19d3f2cf",878,,,,,,"11:54:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-fb27c55759097f6c4bd3430614db87e6",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-21 12:08:18","test","2016-03-23 08:49:26",,,301,,"03_03_0878"
602,"3ad45601-8112-4c28-8d67-094042d4b320",696,,,,,,"10:05:00.000Z",696,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-ddad84983998f7734b402dda73649913",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 10:07:22","rkuddy","2016-04-21 10:07:32",,,302,"pepper","03_02_0696"
603,"321bdcb2-c0ac-44fa-9f0a-ea9356fd318a",791,,,,,,"10:26:00.000Z",2222,"WRI 2","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-5660feb3cb791618b920d3b35a6cdc28",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 21:27:46","rkuddy","2016-05-03 09:15:34",,,302,,"03_07_0791"
604,"40dd5bb9-73ac-4241-8705-e1b1fa894b14",563,,,,,,"11:47:00.000Z",563,"WRI 4","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-bcf7ed35a9afca4453a559e0a468e00a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-20 11:01:35","mchrisk","2016-07-21 14:12:06",,,303,,"03_07_0563"
605,"47feb833-62eb-40e3-b5fc-668ed0faebb6",823,,"S",,,4,"09:38:00.000Z",0,,"Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-40b6f02278d6d36bc9e2190388c1a0c9",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/8222e881d8b4104aed559936036ff9b4/","sp-accra","2016-03-23 09:41:22","test","2016-03-23 09:41:27",,,301,,"03_01_0823"
606,"4842ce74-0a25-4d86-a045-e0a36eb89f1a",793,,,,,,"10:40:00.000Z",2223,"WRI 2","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-3145110bda4ad75893af1b28b28d7b0d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 21:41:58","rkuddy","2016-05-03 09:15:39",,,302,,"03_07_0793"
607,"48282ddd-571f-42f9-b95a-b680d648b06f",732,,,,,,"11:53:00.000Z",8117,"SP 3","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-68205958249464a15c7efa840d9950ee",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 12:00:36","mchrisk","2016-04-27 12:00:41",,,302,,"03_07_0732"
608,"9113baac-672c-4913-bc3d-c031e60a9f0f",274,,"S",,,4,"10:55:00.000Z",4,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-3d87e37c428b11b3d2782871ca78af57",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-13 10:57:22","rkuddy","2016-06-13 10:59:13",,,305,,"03_01_0274"
609,"93e9c728-7ee4-4806-be6a-40d10a3f44c4",685,,,,,,"10:24:00.000Z",685,"WRI 3","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-e5911a91281657f8e30e889f92b96d0a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 10:30:42","mchrisk","2016-04-21 10:30:47",,,302,"Tomatoes","03_02_0685"
610,"7ec717b6-0c98-471f-9b50-3ee2c8a6aa02",576,,,,,,"10:04:00.000Z",576,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-e9d1f519d1166660220f2201907a4114",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:06:06","cafrimpong","2016-07-21 10:06:16",,,303,,"03_07_0576"
611,"7f4907a5-e6b3-4bfe-a178-0bbaca32dde4",184,,,,,,"10:34:00.000Z",184,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-d216b71c018653ae8fdfab5d2b557783",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-11 10:35:59","cafrimpong","2016-06-03 17:12:11",,,302,,"03_08_0184"
612,"982dc3f3-aec1-4b0c-9218-6c639462626b",371,,,,,,"10:45:00.000Z",371,"WRI3","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-8cccac5532ed1e4922a44e67787fbecf",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-06-17 10:52:35","bnbboye","2016-06-17 10:52:41",,,305,,"03_07_0371"
613,"9590d7f1-7d76-494e-86ac-d4c9d260bf9c",114,,,,,,"11:06:00.000Z",115,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-609fb9044c4d1ca0f21d13ff05996204",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-04 22:09:43","rkuddy","2016-05-04 11:10:23",,,302,,"03_03_0114"
614,"92b8ca81-1e55-45aa-9c3a-3d63fe519093",145,,,,,,"10:05:00.000Z",145,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-9ed0487c92aed7d53d1489b154d97e66",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-05 10:06:42","mchrisk","2016-05-05 15:11:50",,,302,,"03_04_0145"
615,"8c8863d8-77b9-4591-8408-9f19a0536c4a",700,,,,,,"11:53:00.000Z",223,"WRI 2","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-7894bb21671a85c2179c5f03c4ea0d14",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-25 11:57:37","rkuddy","2016-04-26 10:29:23",,,302,,"03_07_0700"
616,"82c12eea-6c8a-499e-8eb1-d252dcaeaa0c",585,,"S",,,1,"11:10:00.000Z",585,"WRI 3","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-1c445a608e366ddcfdf33a6082926ecb",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-19 11:12:34","rkuddy","2016-07-19 11:12:40",,,303,,"03_01_0585"
617,"8398ae7c-f5e8-4a2f-a825-507624e54f0f",367,,,,,,"11:42:00.000Z",367,"WRI 2","Adabraka",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-0ef19fd743c0155d439a72737d8f14e6",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-17 11:44:25","rkuddy","2016-06-17 11:46:15",,,305,,"03_07_0367"
618,"86145563-09bd-40cb-9558-1248c60f1059",890,,,,,,"10:12:00.000Z",35,"03","Shiabu",88,"Public laterine, stall floor",1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-ab781f69167af6d9300ae9b308b1148e",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-31 10:13:35","test","2016-06-03 16:51:50",,,301,,"03_07_0890"
619,"84efe8ee-563c-49b3-b1f5-9ce33e085a36",487,,"P",1,,,"11:33:00.000Z",487,"WRI 0","Kokomlemle",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-8b13511ea96360b07c6e1e1490fa0996",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-19 11:37:07","mchrisk","2016-07-19 12:18:18",,,303,,"03_01_0487"
620,"803f5aec-aedd-4b3f-8a4a-9aa82ad8309f",472,,"P",2,,,"11:07:00.000Z",472,"WRI 4","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-d89924eef647c132080e6d894182a451",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-27 11:10:10","mchrisk","2016-06-27 11:10:24",,,304,,"03_01_0472"
621,"7c26642f-0a47-4c0c-b801-39978a1eac1f",471,,"P",1,,,"10:48:00.000Z",471,"WRI 4","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-7e1d6baebe3f1d2dd9968c3cf5155a9c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-27 10:50:21","mchrisk","2016-06-27 10:50:27",,,304,,"03_01_0471"
622,"8832e6d7-baf7-49f2-86d6-b4bfa66747fe",209,,"S",,,2,"10:21:00.000Z",2,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-6a1d4042bafbb4c346c5a9c16c2914ab",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-13 10:24:09","rkuddy","2016-06-13 10:55:34",,,305,,"03_01_0209"
623,"779d4d2a-6bec-4c29-85a3-17eb614510bf",704,,,,,,"10:54:00.000Z",228,"WRI 2","Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-80a297eca3506170cbf8df8b80505721",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 10:57:03","rkuddy","2016-04-26 10:57:10",,,302,,"03_07_0704"
624,"67af7922-0a80-4fa3-babe-6ee759822a99",305,,,,,,"10:39:00.000Z",305,"WRI 5","Adabraka",88,"wall and door handle",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-19ddaf496d444db5551357252cbcce05",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-17 10:41:20","cafrimpong","2016-06-22 09:54:09",,,305,,"03_07_0305"
625,"67e6222e-3ec7-49f2-9ca9-ca9386c52ef0",690,,,,,,"09:17:00.000Z",690,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-5dba0ed83f2702b32528e8b7fdbfa457",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 09:23:38","rkuddy","2016-04-21 09:23:43",,,302,"pepper","03_02_0690"
626,"781618c0-db12-4527-b139-5fd003ad83f5",604,,,,,,"11:15:00.000Z",604,"WRI 0","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-610a973418b9a158adc51295fa35126f",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/b0c6c9eed07efd4152b520f29308a973/","sp-accra","2016-07-20 11:17:38","bnbboye","2016-07-21 08:20:02",,,303,,"03_07_0604"
629,"5c706673-f6c9-426d-a602-a56ad81b07ef",692,,,,,,"09:42:00.000Z",692,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-00007c09858275565eaa110028717d13",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-21 09:45:09","rkuddy","2016-04-21 09:45:12",,,302,"pepper","03_02_0692"
630,"7a34f11d-86f9-45ab-bcfd-8b78aac16307",762,,,,,,"12:16:00.000Z",2212,"WRI 2","Chorkor",3,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-582c3506e15d4c8b51d992b45873b505",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-26 23:19:27","rkuddy","2016-04-26 12:20:04",,,302,,"03_07_0762"
632,"9e87ca6a-d811-44bc-a68c-24da294bb1be",156,,,,,,"10:31:00.000Z",156,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-86883868af8830f20a7adf4d9afd4113",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-09 10:32:45","mchrisk","2016-05-11 11:49:07",,,302,,"03_04_0156"
633,"9a3767f0-c21e-400b-987a-4c681e2012e3",728,,,,,,"11:16:00.000Z",7114,,"Chorkor",2,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-a6c6be217e7041fa3da3f524a74f38e7",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 11:19:16","mchrisk","2016-04-27 11:48:57",,,302,,"03_07_0728"
634,"9a8fdfc9-18af-40f3-a468-689805c0fbb2",242,,"P",4,,,"10:27:00.000Z",242,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-0204a94042c9acac36f0282ef4ec5364",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-18 21:29:30","rkuddy","2016-05-18 10:30:07",,,302,,"03_01_0242"
635,"9c90ad83-b79e-4612-a36c-cc020d10efeb",430,,,,,,"10:53:00.000Z",430,"WRI 15","Ringway",88,"Public school laterine, stall door handle",1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-304a367412a1a11ee900cd60c566a461",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-23 10:58:52","cafrimpong","2016-06-23 10:59:02",,,304,,"03_07_0430"
636,"9cbc8452-2523-4ed9-8990-1d1a0f4b136e",386,,,,,,"12:05:00.000Z",386,"WRI3","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-a390cf479f86854700b37b92df60361a",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 12:08:03","bnbboye","2016-06-20 12:08:09",,,305,,"03_07_0386"
637,"9f13dddd-25b5-4592-a39b-a3e609d86ebf",578,,,,,,"10:33:00.000Z",578,"WRI 5","Kokomlemle",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-980adf9e5864dc112fd8095a60f004b0",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-07-21 10:35:35","cafrimpong","2016-07-21 14:11:17",,,303,,"03_07_0578"
638,"9b8137ab-28b3-441d-8b36-655b85a20967",312,,,,,,"10:15:00.000Z",312,"WRI 15","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-87dd1103c6fb71c928dc0e53fe5ff976",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-10 10:19:49","mchrisk","2016-06-10 10:20:00",,,305,,"03_08_0312"
639,"d780079d-eefb-4af7-9751-88b89c29e271",193,,,,,,"09:55:00.000Z",193,"WRI 2","Chorkor",88,"public latrine stall floor",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-acf852d91214a03c9307709c5c2d543c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-10 20:56:26","rkuddy","2016-05-10 09:57:03",,,302,,"03_07_0193"
640,"da290571-79e2-4d56-b335-1130230ad8ff",446,,"S",,,18,"12:43:00.000Z",446,"WRI 0","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef332b","2-2dd763bc47e263defe7a3f5afb5c5a5e",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-28 12:46:05","mchrisk","2016-06-28 12:46:15",,,304,,"03_01_0446"
641,"dd84793c-439d-4c3e-b541-ef04520a092a",306,,,,,,"10:47:00.000Z",306,"WRI 5","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-783ae4b421d6a6b8dfe65c414ef4e19d",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-17 10:52:17","cafrimpong","2016-06-22 09:54:12",,,305,,"03_07_0306"
642,"dbe49594-98b1-4100-9e06-ea595bb4074c",423,,,,,,"10:06:00.000Z",423,"WRI 2","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-cb5196f44e21ca84b9d35336b7bdccad",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-22 10:08:04","rkuddy","2016-06-22 10:09:55",,,304,"Cabbage","03_02_0423"
643,"de8bfb80-67f9-4289-a9d2-a630403cb280",275,,"S",,,5,"11:03:00.000Z",5,"WRI 2","Adabraka",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-d9d59b6208b4d24aaacacffeab3b24cf",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-13 11:05:24","rkuddy","2016-06-13 11:09:17",,,305,,"03_01_0275"
644,"e1880d4c-f3a4-43ac-a4ba-446f5231ef42",419,,,,,,"12:10:00.000Z",419,"WRI 3","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-bac0d5bcd1b24a61704c38625da8bcbb",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-24 12:14:12","rkuddy","2016-06-24 12:16:04",,,304,,"03_03_0419"
645,"e06000ea-6551-4711-9e64-f68699dfccfc",109,,,,,,"10:02:00.000Z",109,"WRI 15","Chorkor",,,1,1,,"AuthContext","sp-accra",,"94fbda39e376b90446a3f0b822ce5078","2-a27dd54504c21b62a66c6e6892725c68",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-04 10:05:23","cafrimpong","2016-06-03 17:09:59",,,302,,"03_03_0109"
646,"e42a8a28-c8e2-4050-84bf-e809bce4e1c7",379,,,,,,"10:16:00.000Z",379,"WRI3","Adabraka",2,,1,1,,"AuthContext","sp-accra",,"3b74088468b9017329b42841ed7918fe","2-5a477264ece6d8960ddca6737d8d63c5",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-20 10:18:44","bnbboye","2016-06-20 10:18:48",,,305,,"03_07_0379"
647,"e389c1a1-93b8-4dfc-83a9-aed6f10ca8ac",234,,"S",,,5,"10:49:00.000Z",234,"WRI 2","Chorkor",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-189eb02125bdd9b3d26a1a911ddce786",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-05-12 21:51:18","rkuddy","2016-05-12 10:51:57",,,302,,"03_01_0234"
648,"dafbedec-3e45-46ed-9d38-795afbeb0f19",773,,,,,,"12:18:00.000Z",2217,"WRI 2","Chorkor",88,"compound floor",1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-a4aba9e5b2727ddaedf89d9f15406a45",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-27 23:20:53","rkuddy","2016-04-27 12:21:30",,,302,,"03_07_0773"
649,"db2f62ed-3ee7-4bd3-ba5c-22316c09c97a",808,,"P",1,,,"10:58:00.000Z",23,"Sp09","Shiabu",,,1,1,,"AuthContext","sp-accra",,"702302b8962eebee5431382bb1d96c4f","2-51e054e4ad7a34b96dcfe907ea8e63a8",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-03-30 11:01:18","test","2016-06-03 16:51:18",,,301,,"03_01_0808"
650,"d93e63cd-3971-472d-aa5d-c961d8a446ea",426,,,,,,"10:31:00.000Z",426,"WRI 2","Ringway",,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-bf72b47c97ed8bcba1e41d6efe58c73c",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-06-22 10:33:26","rkuddy","2016-06-22 10:35:17",,,304,"tomatoes","03_02_0426"
651,"b3671b4d-c9c2-4ae8-a270-f58e769117a5",777,,,,,,"09:52:00.000Z",2220,"WRI 2","Chorkor",1,,1,1,,"AuthContext","sp-accra",,"111ad04bb56a5f5971ef4b54b0ef353f","2-7506c214b5e7e20893b92570e5679d69",,"http://commcarehq.org/xforms",,TRUE,"sample_collection_a",TRUE,,"/a/sp-accra/receiver/secure/c57756fe14ae8f1ff8165fe9a5610cdb/","sp-accra","2016-04-28 20:53:38","rkuddy","2016-05-03 09:15:19",,,302,,"03_07_0777"
